N,P,K,temperature,humidity,ph,rainfall,label
2.0,79.0,15.0,21.536,65.472,7.505,35.751,Lentil
26.0,63.0,17.0,29.879,65.731,6.95,44.957,Lentil
27.0,61.0,15.0,25.265,67.1,6.958,48.339,Lentil
24.0,70.0,16.0,25.179,68.933,6.548,35.035,Lentil
13.0,74.0,25.0,24.122,61.095,6.462,44.236,Lentil
6.0,64.0,23.0,23.336,67.405,7.065,36.187,Lentil
12.0,58.0,23.0,21.746,63.395,6.765,50.433,Lentil
32.0,79.0,22.0,27.602,63.462,5.916,54.378,Lentil
6.0,68.0,18.0,24.389,62.505,6.711,47.261,Lentil
10.0,79.0,20.0,24.983,66.895,6.38,38.214,Lentil
38.0,77.0,22.0,28.235,69.316,6.313,35.368,Lentil
17.0,74.0,17.0,26.03,69.559,7.393,37.114,Lentil
26.0,68.0,24.0,28.048,64.077,7.505,37.158,Lentil
23.0,75.0,17.0,24.874,64.002,7.198,48.281,Lentil
32.0,78.0,22.0,23.971,62.356,7.007,53.409,Lentil
19.0,79.0,19.0,20.06,67.763,6.677,42.895,Lentil
22.0,60.0,18.0,19.592,61.286,6.744,41.77,Lentil
28.0,69.0,16.0,29.77,66.293,6.547,35.697,Lentil
1.0,67.0,21.0,27.521,60.537,6.552,48.065,Lentil
12.0,67.0,23.0,25.629,63.149,6.585,45.497,Lentil
36.0,67.0,20.0,20.391,60.475,6.924,53.315,Lentil
28.0,70.0,21.0,25.39,60.499,7.437,39.184,Lentil
12.0,71.0,19.0,24.911,60.714,7.143,42.197,Lentil
22.0,68.0,16.0,27.705,63.209,7.747,37.462,Lentil
26.0,66.0,22.0,18.065,65.103,6.3,51.549,Lentil
16.0,65.0,16.0,18.13,62.459,6.079,50.613,Lentil
14.0,59.0,22.0,23.827,67.898,6.767,46.907,Lentil
33.0,59.0,19.0,23.193,62.747,7.641,49.552,Lentil
21.0,63.0,17.0,25.09,68.175,6.56,41.455,Lentil
0.0,69.0,21.0,25.869,61.883,7.073,36.683,Lentil
10.0,75.0,17.0,18.44,68.054,7.732,39.01,Lentil
30.0,61.0,18.0,27.149,67.027,6.158,52.508,Lentil
0.0,74.0,17.0,23.334,64.505,7.241,47.015,Lentil
35.0,74.0,22.0,26.723,62.968,6.899,42.873,Lentil
7.0,63.0,24.0,19.558,64.453,6.819,53.047,Lentil
9.0,56.0,17.0,26.137,66.773,6.262,46.483,Lentil
14.0,74.0,15.0,28.0,65.577,6.493,49.94,Lentil
14.0,76.0,20.0,29.059,62.107,7.042,36.501,Lentil
36.0,65.0,16.0,25.713,64.112,7.692,50.171,Lentil
28.0,67.0,21.0,21.798,63.731,6.251,46.624,Lentil
28.0,79.0,16.0,24.706,60.269,6.052,53.124,Lentil
40.0,61.0,22.0,20.95,65.811,7.002,44.239,Lentil
10.0,70.0,19.0,24.849,68.981,7.272,41.611,Lentil
12.0,80.0,19.0,21.91,65.217,5.962,36.102,Lentil
37.0,77.0,20.0,25.934,68.705,7.081,51.024,Lentil
0.0,67.0,22.0,29.821,69.407,6.594,51.565,Lentil
7.0,73.0,25.0,27.522,63.132,7.288,45.208,Lentil
10.0,56.0,18.0,27.996,68.643,7.327,46.106,Lentil
39.0,70.0,15.0,20.768,63.902,6.366,47.927,Lentil
26.0,56.0,22.0,23.053,60.425,7.011,52.603,Lentil
9.0,77.0,17.0,21.658,63.583,6.281,38.077,Lentil
4.0,59.0,19.0,26.251,67.628,7.621,40.811,Lentil
34.0,73.0,15.0,20.972,63.832,7.63,53.102,Lentil
33.0,77.0,15.0,23.897,66.321,7.802,40.745,Lentil
2.0,24.0,38.0,24.56,91.635,5.923,111.968,Pomegranate
6.0,18.0,37.0,19.657,89.937,5.938,108.046,Pomegranate
8.0,26.0,36.0,18.784,87.402,6.805,102.518,Pomegranate
37.0,18.0,39.0,24.147,94.511,6.425,110.232,Pomegranate
0.0,27.0,38.0,22.446,89.901,6.738,109.391,Pomegranate
31.0,25.0,38.0,24.963,92.405,6.497,109.417,Pomegranate
21.0,21.0,38.0,22.553,89.326,6.328,104.896,Pomegranate
6.0,30.0,40.0,22.77,91.455,6.361,106.966,Pomegranate
25.0,27.0,41.0,19.201,94.277,6.924,108.042,Pomegranate
15.0,11.0,38.0,23.128,92.683,6.631,109.393,Pomegranate
14.0,5.0,36.0,24.926,85.191,5.833,104.769,Pomegranate
16.0,10.0,41.0,24.775,85.636,6.739,105.76,Pomegranate
36.0,7.0,37.0,19.867,86.356,5.782,108.317,Pomegranate
4.0,20.0,41.0,24.266,93.797,6.537,104.538,Pomegranate
29.0,22.0,40.0,23.626,89.733,6.145,107.684,Pomegranate
16.0,15.0,42.0,19.678,89.089,6.891,108.547,Pomegranate
18.0,27.0,41.0,22.365,92.309,7.175,104.822,Pomegranate
11.0,18.0,42.0,21.579,94.883,5.939,102.859,Pomegranate
5.0,15.0,38.0,18.262,88.168,5.709,108.076,Pomegranate
18.0,23.0,44.0,23.71,89.618,6.184,105.65,Pomegranate
9.0,8.0,40.0,22.487,89.922,6.554,111.663,Pomegranate
40.0,27.0,45.0,21.66,94.794,5.886,112.435,Pomegranate
22.0,23.0,44.0,20.13,89.315,6.144,107.342,Pomegranate
9.0,16.0,39.0,18.412,91.119,6.101,105.183,Pomegranate
12.0,29.0,40.0,19.683,89.753,6.594,111.282,Pomegranate
0.0,17.0,42.0,23.202,91.194,6.86,109.095,Pomegranate
2.0,21.0,44.0,18.922,87.313,6.569,102.801,Pomegranate
28.0,6.0,40.0,22.106,91.34,6.77,106.87,Pomegranate
8.0,23.0,44.0,18.474,89.689,7.131,108.476,Pomegranate
29.0,16.0,36.0,19.811,88.929,5.74,102.86,Pomegranate
17.0,18.0,43.0,24.488,90.837,5.843,103.197,Pomegranate
34.0,21.0,42.0,18.759,89.935,6.649,111.02,Pomegranate
21.0,23.0,42.0,19.541,90.298,6.903,104.374,Pomegranate
25.0,17.0,40.0,18.913,87.749,6.608,111.28,Pomegranate
8.0,25.0,36.0,19.913,94.95,6.829,104.028,Pomegranate
26.0,18.0,42.0,19.726,89.649,6.91,108.229,Pomegranate
4.0,19.0,42.0,23.832,87.84,6.307,111.223,Pomegranate
36.0,24.0,41.0,24.945,94.257,7.009,103.88,Pomegranate
5.0,24.0,40.0,24.692,93.87,6.298,104.674,Pomegranate
19.0,17.0,39.0,24.725,85.561,6.729,111.279,Pomegranate
39.0,30.0,38.0,20.126,87.596,6.965,108.066,Pomegranate
5.0,29.0,44.0,21.024,93.057,5.578,104.785,Pomegranate
4.0,24.0,43.0,22.404,88.151,7.2,109.87,Pomegranate
38.0,21.0,35.0,20.337,89.38,5.841,110.965,Pomegranate
37.0,11.0,36.0,24.248,85.56,6.71,106.922,Pomegranate
9.0,25.0,41.0,24.815,91.908,5.973,109.285,Pomegranate
29.0,22.0,43.0,19.663,87.952,5.562,106.038,Pomegranate
5.0,21.0,38.0,22.434,90.34,6.107,112.46,Pomegranate
22.0,26.0,38.0,22.921,85.129,6.988,110.244,Pomegranate
4.0,18.0,37.0,22.918,85.407,7.131,106.282,Pomegranate
21.0,6.0,41.0,24.882,89.397,7.087,107.195,Pomegranate
29.0,21.0,45.0,23.41,93.133,6.749,105.224,Pomegranate
23.0,5.0,44.0,21.207,94.263,7.163,107.566,Pomegranate
13.0,7.0,43.0,18.202,91.123,7.013,109.662,Pomegranate
5.0,13.0,37.0,22.344,89.787,5.648,103.318,Pomegranate
27.0,24.0,41.0,24.328,90.883,6.61,110.461,Pomegranate
7.0,23.0,35.0,19.751,88.717,7.054,102.554,Pomegranate
12.0,20.0,39.0,19.862,86.197,6.027,111.022,Pomegranate
4.0,19.0,43.0,18.071,93.146,5.779,106.36,Pomegranate
3.0,9.0,45.0,23.892,89.619,6.535,104.618,Pomegranate
1.0,27.0,36.0,23.986,93.342,5.685,104.991,Pomegranate
23.0,30.0,44.0,20.939,85.429,6.125,103.03,Pomegranate
24.0,21.0,42.0,20.822,87.228,6.999,109.443,Pomegranate
13.0,30.0,37.0,20.865,91.618,6.277,106.869,Pomegranate
40.0,11.0,44.0,24.458,86.109,6.322,111.378,Pomegranate
21.0,9.0,40.0,24.511,90.645,5.956,105.621,Pomegranate
3.0,27.0,44.0,24.568,92.03,6.591,110.963,Pomegranate
40.0,29.0,42.0,24.632,89.016,7.104,110.696,Pomegranate
14.0,25.0,40.0,20.074,90.978,6.408,103.708,Pomegranate
38.0,14.0,37.0,21.805,94.636,6.658,102.649,Pomegranate
34.0,9.0,36.0,22.812,86.342,6.276,110.443,Pomegranate
32.0,14.0,37.0,22.73,88.486,6.825,104.684,Pomegranate
18.0,21.0,35.0,23.28,94.943,6.369,111.138,Pomegranate
8.0,23.0,38.0,19.301,87.178,7.005,105.477,Pomegranate
15.0,6.0,41.0,19.009,88.838,6.897,108.679,Pomegranate
0.0,5.0,36.0,24.352,90.886,6.153,105.529,Pomegranate
22.0,9.0,44.0,24.722,88.877,5.744,112.193,Pomegranate
14.0,8.0,43.0,21.925,94.465,7.052,111.716,Pomegranate
31.0,11.0,45.0,24.84,86.887,6.035,107.644,Pomegranate
39.0,17.0,45.0,18.097,90.422,6.924,104.882,Pomegranate
10.0,5.0,42.0,20.241,91.087,6.887,109.254,Pomegranate
8.0,28.0,38.0,23.226,94.43,6.844,105.692,Pomegranate
32.0,13.0,42.0,23.501,92.975,5.786,106.619,Pomegranate
18.0,9.0,40.0,19.446,89.021,5.627,106.161,Pomegranate
20.0,27.0,41.0,20.513,92.517,5.7,110.576,Pomegranate
39.0,25.0,36.0,18.902,94.999,5.568,107.61,Pomegranate
20.0,7.0,45.0,18.906,89.241,6.078,112.475,Pomegranate
11.0,10.0,45.0,22.63,88.456,6.398,109.036,Pomegranate
40.0,18.0,43.0,19.386,86.791,5.767,109.913,Pomegranate
3.0,26.0,39.0,24.383,91.194,7.08,103.601,Pomegranate
9.0,16.0,36.0,23.78,92.934,5.893,106.978,Pomegranate
30.0,20.0,38.0,22.599,93.163,7.058,110.093,Pomegranate
40.0,9.0,41.0,24.378,85.402,5.783,106.128,Pomegranate
40.0,30.0,35.0,20.893,91.078,6.27,104.441,Pomegranate
32.0,25.0,35.0,18.099,85.708,5.893,107.005,Pomegranate
33.0,23.0,45.0,20.002,85.836,7.117,112.337,Pomegranate
4.0,14.0,41.0,19.851,89.807,6.43,102.819,Pomegranate
13.0,17.0,45.0,21.254,92.651,7.16,106.278,Pomegranate
39.0,24.0,39.0,23.654,93.327,6.431,109.808,Pomegranate
8.0,28.0,37.0,23.884,86.206,6.083,108.312,Pomegranate
91.0,94.0,46.0,29.368,76.249,6.15,92.828,Banana
105.0,95.0,50.0,27.334,83.677,5.849,101.049,Banana
108.0,92.0,53.0,27.401,82.962,6.277,104.938,Banana
86.0,76.0,54.0,29.316,80.116,5.927,90.11,Banana
80.0,77.0,49.0,26.054,79.397,5.519,113.23,Banana
93.0,94.0,53.0,25.866,84.424,6.079,114.536,Banana
90.0,92.0,55.0,27.009,80.185,6.135,97.325,Banana
108.0,89.0,53.0,29.551,78.068,5.808,99.345,Banana
108.0,88.0,55.0,26.288,83.39,5.891,113.873,Banana
105.0,77.0,52.0,29.162,76.162,5.817,100.008,Banana
118.0,88.0,52.0,28.65,82.688,5.843,98.751,Banana
101.0,87.0,54.0,29.073,76.5,6.377,100.169,Banana
95.0,75.0,50.0,28.082,75.264,5.624,118.276,Banana
106.0,85.0,53.0,27.199,78.809,5.915,99.724,Banana
86.0,95.0,49.0,28.055,78.046,6.459,108.396,Banana
83.0,79.0,55.0,25.147,83.347,5.565,98.667,Banana
85.0,95.0,47.0,25.94,78.342,6.212,119.848,Banana
109.0,79.0,45.0,27.668,79.685,6.49,108.665,Banana
100.0,76.0,45.0,25.567,75.941,5.59,102.787,Banana
117.0,86.0,48.0,28.696,82.542,6.225,116.162,Banana
114.0,94.0,53.0,26.335,76.853,6.191,118.686,Banana
110.0,78.0,50.0,25.937,78.899,5.916,98.217,Banana
94.0,70.0,48.0,25.137,84.884,6.195,91.464,Banana
80.0,71.0,47.0,27.505,80.798,6.156,105.078,Banana
114.0,79.0,51.0,26.21,82.344,6.313,112.07,Banana
88.0,78.0,45.0,29.104,79.196,6.324,92.078,Banana
112.0,73.0,48.0,29.244,77.32,5.707,90.667,Banana
117.0,76.0,47.0,25.562,77.382,6.119,93.102,Banana
111.0,87.0,48.0,26.399,81.36,5.571,98.168,Banana
89.0,83.0,47.0,28.096,77.796,5.631,109.541,Banana
93.0,91.0,47.0,27.848,83.311,6.101,117.288,Banana
92.0,81.0,52.0,27.393,81.465,6.438,94.311,Banana
105.0,74.0,45.0,25.145,81.382,6.098,119.218,Banana
102.0,71.0,48.0,28.655,79.287,5.695,102.463,Banana
94.0,91.0,51.0,29.161,76.675,5.618,109.576,Banana
116.0,71.0,47.0,27.573,82.064,6.436,91.343,Banana
117.0,79.0,49.0,25.409,82.362,6.177,112.979,Banana
119.0,72.0,55.0,25.991,83.34,6.221,112.078,Banana
99.0,73.0,53.0,26.29,81.06,5.872,118.673,Banana
91.0,84.0,52.0,29.148,78.71,6.391,117.537,Banana
80.0,90.0,47.0,26.597,79.359,6.211,107.394,Banana
101.0,70.0,48.0,25.361,75.032,6.013,116.553,Banana
108.0,89.0,53.0,29.12,80.181,5.909,112.398,Banana
100.0,80.0,52.0,27.539,77.256,6.05,110.326,Banana
109.0,91.0,53.0,29.667,83.51,6.01,110.251,Banana
82.0,78.0,46.0,25.058,84.973,5.739,110.441,Banana
106.0,70.0,55.0,25.868,78.524,5.741,116.302,Banana
90.0,86.0,52.0,25.85,81.956,5.793,119.086,Banana
83.0,95.0,50.0,26.517,77.799,5.509,108.855,Banana
119.0,90.0,48.0,28.667,79.592,5.986,118.258,Banana
107.0,72.0,45.0,28.149,81.544,5.791,91.405,Banana
116.0,81.0,55.0,26.423,83.7,5.916,95.123,Banana
101.0,75.0,50.0,26.594,81.407,6.243,109.983,Banana
93.0,81.0,50.0,27.718,76.579,6.036,102.21,Banana
95.0,75.0,45.0,28.983,82.96,5.83,109.023,Banana
107.0,71.0,55.0,29.42,83.968,6.088,117.229,Banana
83.0,94.0,47.0,27.399,81.105,6.469,112.136,Banana
102.0,73.0,54.0,26.402,84.41,5.721,111.016,Banana
86.0,79.0,45.0,27.813,82.693,5.808,99.21,Banana
117.0,86.0,53.0,25.196,83.558,5.703,115.859,Banana
111.0,79.0,53.0,28.312,75.774,6.165,119.696,Banana
95.0,74.0,50.0,25.901,80.472,6.002,110.103,Banana
91.0,75.0,55.0,27.486,76.112,6.212,109.277,Banana
93.0,83.0,46.0,29.383,83.504,5.765,109.249,Banana
92.0,85.0,51.0,29.221,81.082,5.741,108.862,Banana
104.0,80.0,54.0,27.091,81.335,5.879,110.133,Banana
103.0,72.0,51.0,26.126,81.814,6.099,104.481,Banana
92.0,75.0,45.0,29.012,77.952,5.674,90.435,Banana
93.0,85.0,49.0,27.968,79.286,5.694,119.477,Banana
120.0,87.0,52.0,28.076,76.055,5.905,118.992,Banana
108.0,72.0,46.0,25.163,84.978,6.111,90.946,Banana
105.0,88.0,54.0,25.787,84.512,6.02,114.201,Banana
98.0,79.0,50.0,25.341,84.473,6.436,91.065,Banana
111.0,88.0,55.0,29.448,78.35,5.505,96.45,Banana
97.0,74.0,45.0,26.475,78.518,5.678,113.116,Banana
95.0,82.0,48.0,27.395,83.312,5.719,92.781,Banana
89.0,91.0,55.0,25.083,80.262,6.276,94.33,Banana
89.0,85.0,55.0,26.672,76.485,6.275,91.734,Banana
118.0,88.0,51.0,25.449,79.492,6.202,100.662,Banana
101.0,92.0,45.0,28.228,80.643,5.758,98.004,Banana
99.0,92.0,47.0,28.128,77.482,6.324,103.505,Banana
82.0,77.0,46.0,28.947,82.189,5.901,95.83,Banana
90.0,86.0,55.0,27.962,84.154,5.644,97.56,Banana
95.0,88.0,52.0,28.003,78.901,6.235,94.682,Banana
104.0,73.0,46.0,29.14,80.119,6.282,90.451,Banana
102.0,73.0,52.0,27.912,83.363,6.356,90.242,Banana
100.0,74.0,52.0,25.435,81.54,5.837,96.478,Banana
94.0,89.0,48.0,28.56,84.516,5.653,111.084,Banana
99.0,70.0,46.0,26.596,82.996,5.727,100.512,Banana
112.0,87.0,48.0,27.197,77.397,6.2,99.47,Banana
117.0,82.0,45.0,25.294,79.291,5.614,105.422,Banana
96.0,86.0,51.0,29.909,76.987,6.257,92.0,Banana
113.0,85.0,45.0,27.95,76.637,6.037,109.092,Banana
105.0,93.0,46.0,25.01,78.763,5.76,108.369,Banana
85.0,89.0,51.0,29.211,84.702,6.158,108.55,Banana
108.0,94.0,47.0,27.359,84.546,6.387,90.813,Banana
92.0,81.0,52.0,28.011,76.528,5.891,103.704,Banana
110.0,71.0,54.0,28.672,82.208,5.725,94.38,Banana
82.0,75.0,55.0,27.346,78.487,6.281,92.155,Banana
117.0,81.0,53.0,29.507,78.206,5.508,98.126,Banana
2.0,40.0,27.0,29.738,47.549,5.955,90.096,Mango
39.0,24.0,31.0,33.557,53.73,4.757,98.675,Mango
21.0,26.0,27.0,27.003,47.675,5.7,95.851,Mango
25.0,22.0,25.0,33.562,45.536,5.977,95.705,Mango
0.0,21.0,32.0,35.899,54.26,6.43,92.197,Mango
20.0,19.0,35.0,34.177,50.622,6.114,98.007,Mango
19.0,21.0,34.0,30.016,53.192,5.074,97.728,Mango
18.0,17.0,31.0,31.746,45.161,5.668,93.754,Mango
11.0,36.0,33.0,35.99,52.228,5.979,95.371,Mango
30.0,28.0,30.0,31.866,52.193,5.065,98.468,Mango
18.0,19.0,27.0,27.755,52.346,4.772,94.112,Mango
23.0,23.0,27.0,34.724,51.427,5.161,97.313,Mango
37.0,30.0,34.0,27.539,53.635,6.798,99.354,Mango
11.0,27.0,30.0,27.696,48.562,6.395,89.856,Mango
12.0,19.0,31.0,27.254,52.663,5.567,91.873,Mango
3.0,28.0,33.0,30.337,48.887,5.755,94.429,Mango
37.0,38.0,32.0,31.857,45.531,5.417,91.558,Mango
26.0,37.0,30.0,35.4,49.46,6.166,97.411,Mango
14.0,18.0,30.0,29.807,52.138,5.191,95.746,Mango
40.0,16.0,35.0,34.164,54.165,4.955,98.334,Mango
4.0,20.0,25.0,28.933,47.941,5.665,99.983,Mango
36.0,25.0,33.0,27.984,53.33,5.549,99.615,Mango
30.0,17.0,31.0,31.205,54.5,6.804,94.63,Mango
28.0,37.0,28.0,32.134,50.526,6.098,98.633,Mango
38.0,15.0,30.0,28.919,48.14,5.076,97.013,Mango
12.0,37.0,30.0,31.098,47.412,4.546,90.286,Mango
38.0,19.0,31.0,34.738,49.089,5.855,90.65,Mango
8.0,33.0,29.0,29.981,49.486,6.442,91.823,Mango
15.0,27.0,28.0,33.804,46.129,4.508,90.825,Mango
34.0,16.0,25.0,30.072,50.96,6.107,92.096,Mango
11.0,36.0,31.0,27.921,51.78,6.475,100.259,Mango
33.0,29.0,34.0,31.409,49.217,6.833,92.997,Mango
12.0,31.0,26.0,35.788,51.942,5.395,100.216,Mango
12.0,34.0,28.0,33.361,45.022,6.135,98.816,Mango
5.0,16.0,31.0,35.961,48.697,4.556,98.006,Mango
1.0,30.0,29.0,28.333,51.396,6.434,91.672,Mango
16.0,35.0,31.0,32.277,50.194,5.317,95.995,Mango
35.0,18.0,26.0,31.995,50.849,5.279,97.387,Mango
4.0,40.0,26.0,27.583,48.569,6.72,95.845,Mango
9.0,29.0,34.0,29.385,45.887,5.727,100.812,Mango
2.0,38.0,33.0,32.387,53.233,4.691,90.216,Mango
26.0,32.0,32.0,30.915,49.93,6.81,90.14,Mango
34.0,38.0,31.0,35.378,45.581,6.454,97.416,Mango
5.0,32.0,33.0,32.324,52.59,5.843,93.367,Mango
31.0,29.0,26.0,28.224,47.405,5.024,97.768,Mango
34.0,34.0,35.0,27.274,47.168,6.423,95.258,Mango
36.0,19.0,32.0,27.107,50.709,4.943,92.372,Mango
7.0,17.0,26.0,34.892,48.756,6.415,91.631,Mango
38.0,15.0,27.0,33.746,48.504,6.778,92.264,Mango
5.0,19.0,25.0,27.351,54.439,6.441,96.278,Mango
37.0,36.0,26.0,32.893,52.613,4.651,94.492,Mango
21.0,31.0,32.0,35.386,51.427,5.255,90.296,Mango
37.0,36.0,27.0,27.553,47.909,5.911,90.403,Mango
23.0,23.0,30.0,32.821,47.456,4.755,90.892,Mango
36.0,26.0,26.0,30.173,51.085,6.815,95.234,Mango
24.0,33.0,35.0,29.264,54.823,5.343,100.759,Mango
26.0,18.0,30.0,32.061,51.085,6.336,96.598,Mango
22.0,17.0,26.0,28.698,47.719,4.754,99.642,Mango
11.0,34.0,32.0,29.143,49.41,6.832,97.552,Mango
29.0,35.0,28.0,28.347,53.539,6.967,90.403,Mango
22.0,28.0,26.0,27.673,45.417,4.948,92.85,Mango
23.0,24.0,32.0,28.122,46.169,5.631,93.302,Mango
1.0,35.0,34.0,30.794,46.695,6.273,92.213,Mango
2.0,24.0,34.0,28.894,54.808,6.473,94.763,Mango
39.0,37.0,25.0,33.33,45.611,6.953,98.286,Mango
15.0,36.0,27.0,27.789,53.969,5.644,91.012,Mango
3.0,18.0,31.0,31.653,48.207,6.392,91.097,Mango
8.0,38.0,32.0,29.752,46.737,4.982,91.406,Mango
33.0,31.0,34.0,31.33,50.223,5.421,89.782,Mango
14.0,29.0,32.0,35.636,48.97,6.943,97.52,Mango
18.0,20.0,26.0,31.665,51.986,5.436,89.98,Mango
9.0,21.0,32.0,32.269,53.561,5.87,95.94,Mango
20.0,30.0,27.0,27.81,51.594,4.749,95.899,Mango
9.0,38.0,25.0,34.586,50.34,5.498,100.306,Mango
26.0,24.0,34.0,31.272,52.238,6.811,89.744,Mango
31.0,36.0,29.0,33.937,52.722,6.461,97.461,Mango
14.0,18.0,35.0,31.092,47.021,4.791,91.467,Mango
40.0,16.0,35.0,31.894,49.025,6.484,89.594,Mango
28.0,27.0,34.0,32.455,50.697,6.527,95.049,Mango
0.0,17.0,30.0,35.475,47.972,6.279,97.791,Mango
1.0,29.0,29.0,27.33,49.303,6.052,93.532,Mango
2.0,36.0,31.0,30.902,49.96,5.732,91.775,Mango
12.0,27.0,26.0,29.094,45.566,5.323,96.235,Mango
7.0,28.0,35.0,30.021,46.784,4.669,96.637,Mango
0.0,36.0,26.0,34.131,51.258,5.101,96.388,Mango
26.0,35.0,31.0,33.446,53.06,5.34,98.051,Mango
27.0,21.0,30.0,35.392,52.488,5.061,91.229,Mango
22.0,38.0,31.0,31.534,53.06,5.821,98.57,Mango
22.0,18.0,31.0,30.765,47.938,5.956,90.385,Mango
28.0,23.0,28.0,30.018,50.098,5.676,96.087,Mango
7.0,31.0,27.0,31.329,47.593,6.524,94.673,Mango
29.0,34.0,26.0,33.88,54.394,6.274,89.291,Mango
8.0,37.0,33.0,28.078,54.964,6.128,97.454,Mango
39.0,16.0,27.0,35.538,52.946,4.935,91.546,Mango
40.0,24.0,25.0,28.706,50.44,5.445,95.895,Mango
19.0,38.0,26.0,31.485,48.779,4.526,93.172,Mango
21.0,21.0,30.0,27.698,51.416,5.404,100.772,Mango
22.0,18.0,33.0,30.412,52.481,6.622,93.924,Mango
31.0,20.0,30.0,32.178,54.014,6.207,91.888,Mango
18.0,26.0,31.0,32.611,47.749,5.418,91.102,Mango
24.0,130.0,195.0,29.997,81.542,6.112,67.125,Grapes
13.0,144.0,204.0,30.728,82.426,6.092,68.381,Grapes
22.0,123.0,205.0,32.446,83.885,5.896,68.739,Grapes
36.0,125.0,196.0,37.466,80.66,6.155,66.839,Grapes
24.0,131.0,196.0,22.033,83.744,5.732,65.344,Grapes
2.0,123.0,198.0,39.649,82.211,6.253,70.399,Grapes
35.0,140.0,197.0,16.776,82.752,6.106,66.763,Grapes
11.0,122.0,195.0,12.142,83.568,5.647,69.631,Grapes
6.0,123.0,203.0,12.757,81.625,6.13,66.778,Grapes
17.0,134.0,204.0,39.041,80.184,6.5,73.885,Grapes
25.0,130.0,197.0,39.708,82.686,5.555,74.915,Grapes
27.0,145.0,205.0,9.468,82.293,5.8,66.028,Grapes
9.0,122.0,201.0,29.587,80.919,5.57,68.064,Grapes
16.0,139.0,203.0,17.828,80.961,6.276,65.847,Grapes
32.0,141.0,204.0,8.826,82.898,5.537,67.236,Grapes
22.0,138.0,195.0,27.835,83.514,6.208,73.029,Grapes
31.0,144.0,202.0,11.021,80.556,5.871,68.24,Grapes
3.0,136.0,205.0,17.586,80.848,6.335,71.407,Grapes
28.0,122.0,197.0,19.894,82.734,5.857,69.663,Grapes
4.0,136.0,204.0,29.937,81.777,5.899,65.523,Grapes
39.0,145.0,201.0,36.731,80.589,5.776,72.242,Grapes
38.0,132.0,197.0,20.421,81.542,5.931,66.931,Grapes
36.0,133.0,198.0,25.519,83.984,6.229,69.173,Grapes
25.0,121.0,201.0,30.507,82.718,5.594,70.082,Grapes
15.0,125.0,199.0,18.427,80.556,5.569,69.757,Grapes
24.0,140.0,205.0,12.087,83.594,5.932,68.668,Grapes
13.0,132.0,203.0,23.601,82.483,6.423,73.239,Grapes
5.0,126.0,197.0,12.8,81.209,6.418,67.104,Grapes
30.0,120.0,200.0,38.061,82.247,6.235,65.701,Grapes
23.0,142.0,197.0,39.066,82.038,6.001,69.308,Grapes
26.0,135.0,203.0,33.784,81.163,5.685,74.536,Grapes
7.0,126.0,203.0,16.762,82.003,5.662,73.287,Grapes
32.0,139.0,198.0,35.893,82.669,6.358,66.539,Grapes
9.0,141.0,202.0,21.012,81.179,6.119,66.384,Grapes
20.0,142.0,196.0,10.899,80.016,6.208,68.694,Grapes
32.0,129.0,201.0,16.363,83.005,6.488,71.557,Grapes
3.0,134.0,199.0,20.284,81.322,5.817,71.066,Grapes
38.0,138.0,204.0,25.111,83.254,6.325,73.01,Grapes
14.0,131.0,198.0,33.464,83.867,5.563,67.922,Grapes
20.0,122.0,204.0,11.798,80.863,6.487,65.07,Grapes
40.0,126.0,201.0,11.363,80.031,6.117,71.183,Grapes
36.0,128.0,204.0,25.235,80.687,5.696,67.038,Grapes
11.0,132.0,197.0,15.991,81.24,5.734,74.402,Grapes
0.0,137.0,195.0,22.436,80.186,6.329,65.397,Grapes
19.0,123.0,200.0,34.761,81.035,6.167,65.704,Grapes
31.0,136.0,197.0,31.11,83.34,5.654,71.43,Grapes
4.0,134.0,200.0,28.578,80.956,5.84,73.342,Grapes
39.0,139.0,201.0,41.187,81.018,5.54,68.689,Grapes
8.0,127.0,196.0,27.028,83.171,5.833,70.957,Grapes
39.0,138.0,203.0,21.193,82.331,6.399,74.628,Grapes
32.0,120.0,204.0,10.38,83.445,6.139,67.392,Grapes
12.0,142.0,203.0,31.312,82.564,5.973,65.011,Grapes
8.0,133.0,195.0,20.467,80.976,6.456,71.298,Grapes
8.0,139.0,199.0,29.369,81.54,6.336,66.134,Grapes
21.0,134.0,202.0,10.723,80.021,6.425,65.298,Grapes
40.0,140.0,195.0,14.978,80.5,6.294,71.634,Grapes
39.0,127.0,202.0,15.325,81.672,6.478,71.601,Grapes
19.0,120.0,195.0,18.739,81.121,5.932,73.558,Grapes
21.0,139.0,201.0,19.364,83.361,5.981,67.151,Grapes
17.0,136.0,195.0,41.207,81.611,6.39,65.902,Grapes
33.0,139.0,203.0,33.342,82.51,5.693,70.681,Grapes
22.0,133.0,201.0,23.82,80.122,6.003,67.274,Grapes
32.0,130.0,196.0,40.66,81.25,6.373,74.03,Grapes
37.0,135.0,205.0,11.828,80.283,5.511,74.102,Grapes
15.0,140.0,195.0,13.285,83.542,5.699,65.8,Grapes
39.0,132.0,196.0,35.831,83.326,5.779,73.68,Grapes
40.0,121.0,199.0,26.182,81.039,6.316,66.059,Grapes
40.0,132.0,202.0,24.576,80.707,5.972,69.706,Grapes
29.0,142.0,203.0,29.672,83.715,5.891,66.485,Grapes
